product_id,week_start_date,stock_on_hand,status
P032,2025-08-03,129,In Stock
P032,2025-08-10,104,In Stock
P032,2025-08-17,82,In Stock
P032,2025-08-24,57,In Stock
P032,2025-08-31,243,In Stock
P032,2025-09-07,210,In Stock
P032,2025-09-14,193,In Stock
P032,2025-09-21,160,In Stock
P032,2025-09-28,133,In Stock
P032,2025-10-05,111,In Stock
P032,2025-10-12,77,In Stock
P032,2025-10-19,41,In Stock
P032,2025-10-26,238,In Stock
P032,2025-11-02,201,In Stock
P032,2025-11-09,171,In Stock
P032,2025-11-16,139,In Stock
P032,2025-11-23,106,In Stock
P032,2025-11-30,72,In Stock
P032,2025-12-07,237,In Stock
P032,2025-12-14,210,In Stock
P032,2025-12-21,178,In Stock
P032,2025-12-28,110,In Stock
P033,2025-01-05,192,In Stock
P033,2025-01-12,166,In Stock
P033,2025-01-19,145,In Stock
P033,2025-01-26,133,In Stock
P033,2025-02-02,97,In Stock
P033,2025-02-09,355,In Stock
P033,2025-02-16,339,In Stock
P033,2025-02-23,320,In Stock
P033,2025-03-02,301,In Stock
P033,2025-03-09,273,In Stock
P033,2025-03-16,239,In Stock
P033,2025-03-23,204,In Stock
P033,2025-03-30,167,In Stock
P033,2025-04-06,154,In Stock
P033,2025-04-13,135,In Stock
P033,2025-04-20,108,In Stock
P033,2025-04-27,96,In Stock
P033,2025-05-04,338,In Stock
P033,2025-05-11,326,In Stock
P033,2025-05-18,312,In Stock
P033,2025-05-25,287,In Stock
P033,2025-06-01,250,In Stock
P033,2025-06-08,222,In Stock
P033,2025-06-15,196,In Stock
P033,2025-06-22,151,In Stock
P033,2025-06-29,123,In Stock
P033,2025-07-06,95,In Stock
P033,2025-07-13,330,In Stock
P033,2025-07-20,315,In Stock
P033,2025-07-27,282,In Stock
P033,2025-08-03,260,In Stock
P033,2025-08-10,223,In Stock
P033,2025-08-17,210,In Stock
P033,2025-08-24,176,In Stock
P033,2025-08-31,145,In Stock
P033,2025-09-07,131,In Stock
P033,2025-09-14,103,In Stock
P033,2025-09-21,89,In Stock
P033,2025-09-28,331,In Stock
P033,2025-10-05,308,In Stock
P033,2025-10-12,271,In Stock
P033,2025-10-19,234,In Stock
P033,2025-10-26,221,In Stock
P033,2025-11-02,200,In Stock
P033,2025-11-09,185,In Stock
P033,2025-11-16,157,In Stock
P033,2025-11-23,138,In Stock
P033,2025-11-30,128,In Stock
P033,2025-12-07,343,In Stock
P033,2025-12-14,286,In Stock
P033,2025-12-21,220,In Stock
P033,2025-12-28,175,In Stock
P034,2025-01-05,263,In Stock
P034,2025-01-12,226,In Stock
P034,2025-01-19,199,In Stock
P034,2025-01-26,161,In Stock
P034,2025-02-02,135,In Stock
P034,2025-02-09,111,In Stock
P034,2025-02-16,83,In Stock
P034,2025-02-23,67,In Stock
P034,2025-03-02,190,In Stock
P034,2025-03-09,163,In Stock
P034,2025-03-16,148,In Stock
P034,2025-03-23,120,In Stock
P034,2025-03-30,90,In Stock
P034,2025-04-06,69,In Stock
P034,2025-04-13,192,In Stock
P034,2025-04-20,180,In Stock
P034,2025-04-27,170,In Stock
P034,2025-05-04,156,In Stock
P034,2025-05-11,146,In Stock
P034,2025-05-18,129,In Stock
P034,2025-05-25,113,In Stock
P034,2025-06-01,82,In Stock
P034,2025-06-08,56,In Stock
P034,2025-06-15,178,In Stock
P034,2025-06-22,149,In Stock
P034,2025-06-29,103,In Stock
P034,2025-07-06,85,In Stock
P034,2025-07-13,71,In Stock
P034,2025-07-20,196,In Stock
P034,2025-07-27,183,In Stock
P034,2025-08-03,162,In Stock
P034,2025-08-10,124,In Stock
P034,2025-08-17,114,In Stock
P034,2025-08-24,75,In Stock
P034,2025-08-31,199,In Stock
P034,2025-09-07,177,In Stock
P034,2025-09-14,167,In Stock
P034,2025-09-21,155,In Stock
P034,2025-09-28,124,In Stock
P034,2025-10-05,107,In Stock
P034,2025-10-12,74,In Stock
P034,2025-10-19,47,In Stock
P034,2025-10-26,170,In Stock
P034,2025-11-02,145,In Stock
P034,2025-11-09,116,In Stock
P034,2025-11-16,87,In Stock
P034,2025-11-23,48,In Stock
P034,2025-11-30,180,In Stock
P034,2025-12-07,161,In Stock
P034,2025-12-14,115,In Stock
P034,2025-12-21,81,In Stock
P034,2025-12-28,53,In Stock
P035,2025-01-05,189,In Stock
P035,2025-01-12,161,In Stock
P035,2025-01-19,132,In Stock
P035,2025-01-26,96,In Stock
P035,2025-02-02,78,In Stock
P035,2025-02-09,321,In Stock
P035,2025-02-16,282,In Stock
P035,2025-02-23,256,In Stock
P035,2025-03-02,238,In Stock
P035,2025-03-09,220,In Stock
P035,2025-03-16,206,In Stock
P035,2025-03-23,173,In Stock
P035,2025-03-30,157,In Stock
P035,2025-04-06,137,In Stock
P035,2025-04-13,120,In Stock
P035,2025-04-20,86,In Stock
P035,2025-04-27,63,In Stock
P035,2025-05-04,52,In Stock
P035,2025-05-11,307,In Stock
P035,2025-05-18,277,In Stock
P035,2025-05-25,244,In Stock
P035,2025-06-01,212,In Stock
P035,2025-06-08,180,In Stock
P035,2025-06-15,144,In Stock
P035,2025-06-22,98,In Stock
P035,2025-06-29,72,In Stock
P035,2025-07-06,57,In Stock
P035,2025-07-13,316,In Stock
P035,2025-07-20,300,In Stock
P035,2025-07-27,275,In Stock
P035,2025-08-03,253,In Stock
P035,2025-08-10,217,In Stock
P035,2025-08-17,205,In Stock
P035,2025-08-24,172,In Stock
P035,2025-08-31,139,In Stock
P035,2025-09-07,121,In Stock
P035,2025-09-14,88,In Stock
P035,2025-09-21,76,In Stock
P035,2025-09-28,61,In Stock
P035,2025-10-05,301,In Stock
P035,2025-10-12,275,In Stock
P035,2025-10-19,263,In Stock
P035,2025-10-26,252,In Stock
P035,2025-11-02,231,In Stock
P035,2025-11-09,198,In Stock
P035,2025-11-16,183,In Stock
P035,2025-11-23,164,In Stock
P035,2025-11-30,144,In Stock
P035,2025-12-07,99,In Stock
P035,2025-12-14,309,In Stock
P035,2025-12-21,264,In Stock
P035,2025-12-28,205,In Stock
P036,2025-01-05,131,In Stock
P036,2025-01-12,100,In Stock
P036,2025-01-19,361,In Stock
P036,2025-01-26,328,In Stock
P036,2025-02-02,310,In Stock
P036,2025-02-09,280,In Stock
P036,2025-02-16,244,In Stock
P036,2025-02-23,216,In Stock
P036,2025-03-02,205,In Stock
P036,2025-03-09,172,In Stock
P036,2025-03-16,162,In Stock
P036,2025-03-23,127,In Stock
P036,2025-03-30,102,In Stock
P036,2025-04-06,364,In Stock
P036,2025-04-13,337,In Stock
P036,2025-04-20,325,In Stock
P036,2025-04-27,292,In Stock
P036,2025-05-04,282,In Stock
P036,2025-05-11,267,In Stock
P036,2025-05-18,239,In Stock
P036,2025-05-25,208,In Stock
P036,2025-06-01,172,In Stock
P036,2025-06-08,146,In Stock
P036,2025-06-15,100,In Stock
P036,2025-06-22,78,In Stock
P036,2025-06-29,353,In Stock
P036,2025-07-06,324,In Stock
P036,2025-07-13,306,In Stock
P036,2025-07-20,282,In Stock
P036,2025-07-27,252,In Stock
P036,2025-08-03,215,In Stock
P036,2025-08-10,192,In Stock
P036,2025-08-17,179,In Stock
P036,2025-08-24,146,In Stock
P036,2025-08-31,113,In Stock
P036,2025-09-07,96,In Stock
P036,2025-09-14,360,In Stock
P036,2025-09-21,322,In Stock
P036,2025-09-28,296,In Stock
P036,2025-10-05,285,In Stock
P036,2025-10-12,256,In Stock
P036,2025-10-19,231,In Stock
P036,2025-10-26,212,In Stock
P036,2025-11-02,201,In Stock
P036,2025-11-09,181,In Stock
P036,2025-11-16,162,In Stock
P036,2025-11-23,123,In Stock
P036,2025-11-30,84,In Stock
P036,2025-12-07,327,In Stock
P036,2025-12-14,266,In Stock
P036,2025-12-21,205,In Stock
P036,2025-12-28,164,In Stock
P037,2025-01-05,320,In Stock
P037,2025-01-12,302,In Stock
P037,2025-01-19,286,In Stock
P037,2025-01-26,262,In Stock
P037,2025-02-02,233,In Stock
P037,2025-02-09,207,In Stock
P037,2025-02-16,195,In Stock
P037,2025-02-23,171,In Stock
P037,2025-03-02,148,In Stock
P037,2025-03-09,131,In Stock
P037,2025-03-16,118,In Stock
P037,2025-03-23,362,In Stock
P037,2025-03-30,343,In Stock
P037,2025-04-06,332,In Stock
P037,2025-04-13,309,In Stock
P037,2025-04-20,292,In Stock
P037,2025-04-27,260,In Stock
P037,2025-05-04,224,In Stock
P037,2025-05-11,205,In Stock
P037,2025-05-18,171,In Stock
P037,2025-05-25,144,In Stock
P037,2025-06-01,113,In Stock
P037,2025-06-08,374,In Stock
P037,2025-06-15,334,In Stock
P037,2025-06-22,306,In Stock
P037,2025-06-29,271,In Stock
P037,2025-07-06,260,In Stock
P037,2025-07-13,238,In Stock
P037,2025-07-20,199,In Stock
P037,2025-07-27,176,In Stock
P037,2025-08-03,157,In Stock
P037,2025-08-10,118,In Stock
P037,2025-08-17,105,In Stock
P037,2025-08-24,360,In Stock
P037,2025-08-31,343,In Stock
P037,2025-09-07,319,In Stock
P037,2025-09-14,296,In Stock
P037,2025-09-21,258,In Stock
P037,2025-09-28,222,In Stock
P037,2025-10-05,192,In Stock
P037,2025-10-12,174,In Stock
P037,2025-10-19,145,In Stock
P037,2025-10-26,133,In Stock
P037,2025-11-02,377,In Stock
P037,2025-11-09,353,In Stock
P037,2025-11-16,320,In Stock
P037,2025-11-23,294,In Stock
P037,2025-11-30,260,In Stock
P037,2025-12-07,215,In Stock
P037,2025-12-14,192,In Stock
P037,2025-12-21,156,In Stock
P037,2025-12-28,374,In Stock
P038,2025-01-05,273,In Stock
P038,2025-01-12,245,In Stock
P038,2025-01-19,222,In Stock
P038,2025-01-26,204,In Stock
P038,2025-02-02,192,In Stock
P038,2025-02-09,179,In Stock
P038,2025-02-16,145,In Stock
P038,2025-02-23,108,In Stock
P038,2025-03-02,95,In Stock
P038,2025-03-09,338,In Stock
P038,2025-03-16,310,In Stock
P038,2025-03-23,271,In Stock
P038,2025-03-30,246,In Stock
P038,2025-04-06,214,In Stock
P038,2025-04-13,183,In Stock
P038,2025-04-20,157,In Stock
P038,2025-04-27,118,In Stock
P038,2025-05-04,99,In Stock
P038,2025-05-11,329,In Stock
P038,2025-05-18,303,In Stock
P038,2025-05-25,278,In Stock
P038,2025-06-01,241,In Stock
P038,2025-06-08,201,In Stock
P038,2025-06-15,182,In Stock
P038,2025-06-22,162,In Stock
P038,2025-06-29,133,In Stock
P038,2025-07-06,113,In Stock
P038,2025-07-13,355,In Stock
P038,2025-07-20,332,In Stock
P038,2025-07-27,318,In Stock
P038,2025-08-03,304,In Stock
P038,2025-08-10,275,In Stock
P038,2025-08-17,244,In Stock
P038,2025-08-24,212,In Stock
P038,2025-08-31,177,In Stock
P038,2025-09-07,153,In Stock
P038,2025-09-14,118,In Stock
P038,2025-09-21,108,In Stock
P038,2025-09-28,337,In Stock
P038,2025-10-05,298,In Stock
P038,2025-10-12,265,In Stock
P038,2025-10-19,233,In Stock
P038,2025-10-26,215,In Stock
P038,2025-11-02,203,In Stock
P038,2025-11-09,168,In Stock
P038,2025-11-16,155,In Stock
P038,2025-11-23,130,In Stock
P038,2025-11-30,114,In Stock
P038,2025-12-07,322,In Stock
P038,2025-12-14,281,In Stock
P038,2025-12-21,236,In Stock
P038,2025-12-28,168,In Stock
P039,2025-01-05,174,In Stock
P039,2025-01-12,149,In Stock
P039,2025-01-19,138,In Stock
P039,2025-01-26,119,In Stock
P039,2025-02-02,103,In Stock
P039,2025-02-09,69,In Stock
P039,2025-02-16,261,In Stock
P039,2025-02-23,237,In Stock
P039,2025-03-02,200,In Stock
P039,2025-03-09,182,In Stock
P039,2025-03-16,166,In Stock
P039,2025-03-23,130,In Stock
P039,2025-03-30,97,In Stock
P039,2025-04-06,72,In Stock
P039,2025-04-13,37,In Stock
P039,2025-04-20,253,In Stock
P039,2025-04-27,227,In Stock
P039,2025-05-04,195,In Stock
P039,2025-05-11,178,In Stock
P039,2025-05-18,167,In Stock
P039,2025-05-25,133,In Stock
P039,2025-06-01,96,In Stock
P039,2025-06-08,51,In Stock
P039,2025-06-15,233,In Stock
P039,2025-06-22,189,In Stock
P039,2025-06-29,140,In Stock
P039,2025-07-06,128,In Stock
P039,2025-07-13,111,In Stock
P039,2025-07-20,75,In Stock
P039,2025-07-27,64,In Stock
P039,2025-08-03,253,In Stock
P039,2025-08-10,225,In Stock
P039,2025-08-17,199,In Stock
P039,2025-08-24,185,In Stock
P039,2025-08-31,156,In Stock
P039,2025-09-07,118,In Stock
P039,2025-09-14,92,In Stock
P039,2025-09-21,73,In Stock
P039,2025-09-28,55,In Stock
P039,2025-10-05,252,In Stock
P039,2025-10-12,237,In Stock
P039,2025-10-19,198,In Stock
P039,2025-10-26,178,In Stock
P039,2025-11-02,167,In Stock
P039,2025-11-09,128,In Stock
P039,2025-11-16,96,In Stock
P039,2025-11-23,75,In Stock
P039,2025-11-30,54,In Stock
P039,2025-12-07,237,In Stock
P039,2025-12-14,176,In Stock
P039,2025-12-21,121,In Stock
P039,2025-12-28,57,In Stock
P040,2025-01-05,216,In Stock
P040,2025-01-12,186,In Stock
P040,2025-01-19,159,In Stock
P040,2025-01-26,137,In Stock
P040,2025-02-02,113,In Stock
P040,2025-02-09,88,In Stock
P040,2025-02-16,213,In Stock
P040,2025-02-23,192,In Stock
P040,2025-03-02,166,In Stock
P040,2025-03-09,156,In Stock
P040,2025-03-16,125,In Stock
P040,2025-03-23,98,In Stock
P040,2025-03-30,205,In Stock
P040,2025-04-06,180,In Stock
P040,2025-04-13,170,In Stock
P040,2025-04-20,134,In Stock
P040,2025-04-27,115,In Stock
P040,2025-05-04,87,In Stock
P040,2025-05-11,200,In Stock
P040,2025-05-18,177,In Stock
P040,2025-05-25,143,In Stock
P040,2025-06-01,129,In Stock
P040,2025-06-08,87,In Stock
P040,2025-06-15,206,In Stock
P040,2025-06-22,158,In Stock
P040,2025-06-29,118,In Stock
P040,2025-07-06,86,In Stock
P040,2025-07-13,210,In Stock
P040,2025-07-20,189,In Stock
P040,2025-07-27,153,In Stock
P040,2025-08-03,140,In Stock
P040,2025-08-10,109,In Stock
P040,2025-08-17,214,In Stock
P040,2025-08-24,201,In Stock
P040,2025-08-31,187,In Stock
P040,2025-09-07,171,In Stock
P040,2025-09-14,156,In Stock
P040,2025-09-21,134,In Stock
P040,2025-09-28,121,In Stock
P040,2025-10-05,99,In Stock
P040,2025-10-12,86,In Stock
P040,2025-10-19,205,In Stock
P040,2025-10-26,176,In Stock
P040,2025-11-02,166,In Stock
P040,2025-11-09,136,In Stock
P040,2025-11-16,119,In Stock
P040,2025-11-23,103,In Stock
P040,2025-11-30,89,In Stock
P040,2025-12-07,206,In Stock
P040,2025-12-14,163,In Stock
P040,2025-12-21,99,In Stock
P040,2025-12-28,191,In Stock
P041,2025-01-05,242,In Stock
P041,2025-01-12,220,In Stock
P041,2025-01-19,196,In Stock
P041,2025-01-26,160,In Stock
P041,2025-02-02,132,In Stock
P041,2025-02-09,103,In Stock
P041,2025-02-16,80,In Stock
P041,2025-02-23,255,In Stock
P041,2025-03-02,233,In Stock
P041,2025-03-09,212,In Stock
P041,2025-03-16,179,In Stock
P041,2025-03-23,141,In Stock
P041,2025-03-30,109,In Stock
P041,2025-04-06,91,In Stock
P041,2025-04-13,55,In Stock
P041,2025-04-20,248,In Stock
P041,2025-04-27,209,In Stock
P041,2025-05-04,189,In Stock
P041,2025-05-11,170,In Stock
P041,2025-05-18,160,In Stock
P041,2025-05-25,134,In Stock
P041,2025-06-01,86,In Stock
P041,2025-06-08,246,In Stock
P041,2025-06-15,218,In Stock
P041,2025-06-22,189,In Stock
P041,2025-06-29,176,In Stock
P041,2025-07-06,165,In Stock
P041,2025-07-13,154,In Stock
P041,2025-07-20,138,In Stock
P041,2025-07-27,120,In Stock
P041,2025-08-03,87,In Stock
P041,2025-08-10,74,In Stock
P041,2025-08-17,63,In Stock
P041,2025-08-24,240,In Stock
P041,2025-08-31,205,In Stock
P041,2025-09-07,191,In Stock
P041,2025-09-14,173,In Stock
P041,2025-09-21,140,In Stock
P041,2025-09-28,118,In Stock
P041,2025-10-05,97,In Stock
P041,2025-10-12,58,In Stock
P041,2025-10-19,235,In Stock
P041,2025-10-26,217,In Stock
P041,2025-11-02,198,In Stock
P041,2025-11-09,170,In Stock
P041,2025-11-16,151,In Stock
P041,2025-11-23,130,In Stock
P041,2025-11-30,107,In Stock
P041,2025-12-07,77,In Stock
P041,2025-12-14,237,In Stock
P041,2025-12-21,191,In Stock
P041,2025-12-28,139,In Stock
P042,2025-01-05,138,In Stock
P042,2025-01-12,117,In Stock
P042,2025-01-19,180,In Stock
P042,2025-01-26,153,In Stock
P042,2025-02-02,137,In Stock
P042,2025-02-09,123,In Stock
P042,2025-02-16,104,In Stock
P042,2025-02-23,89,In Stock
P042,2025-03-02,153,In Stock
P042,2025-03-09,130,In Stock
P042,2025-03-16,115,In Stock
P042,2025-03-23,176,In Stock
P042,2025-03-30,153,In Stock
P042,2025-04-06,132,In Stock
P042,2025-04-13,93,In Stock
P042,2025-04-20,157,In Stock
P042,2025-04-27,126,In Stock
P042,2025-05-04,91,In Stock
P042,2025-05-11,170,In Stock
P042,2025-05-18,153,In Stock
P042,2025-05-25,134,In Stock
P042,2025-06-01,102,In Stock
P042,2025-06-08,165,In Stock
P042,2025-06-15,120,In Stock
P042,2025-06-22,98,In Stock
P042,2025-06-29,175,In Stock
P042,2025-07-06,153,In Stock
P042,2025-07-13,115,In Stock
P042,2025-07-20,86,In Stock
P042,2025-07-27,160,In Stock
P042,2025-08-03,132,In Stock
P042,2025-08-10,106,In Stock
P042,2025-08-17,90,In Stock
P042,2025-08-24,153,In Stock
P042,2025-08-31,143,In Stock
P042,2025-09-07,107,In Stock
P042,2025-09-14,178,In Stock
P042,2025-09-21,140,In Stock
P042,2025-09-28,117,In Stock
P042,2025-10-05,91,In Stock
P042,2025-10-12,169,In Stock
P042,2025-10-19,131,In Stock
P042,2025-10-26,120,In Stock
P042,2025-11-02,84,In Stock
P042,2025-11-09,161,In Stock
P042,2025-11-16,151,In Stock
P042,2025-11-23,113,In Stock
P042,2025-11-30,99,In Stock
P042,2025-12-07,171,In Stock
P042,2025-12-14,121,In Stock
P042,2025-12-21,180,In Stock
P042,2025-12-28,121,In Stock
P043,2025-01-05,267,In Stock
P043,2025-01-12,253,In Stock
P043,2025-01-19,239,In Stock
P043,2025-01-26,201,In Stock
P043,2025-02-02,171,In Stock
P043,2025-02-09,138,In Stock
P043,2025-02-16,127,In Stock
P043,2025-02-23,100,In Stock
P043,2025-03-02,235,In Stock
P043,2025-03-09,198,In Stock
P043,2025-03-16,165,In Stock
P043,2025-03-23,147,In Stock
P043,2025-03-30,111,In Stock
P043,2025-04-06,74,In Stock
P043,2025-04-13,229,In Stock
P043,2025-04-20,194,In Stock
P043,2025-04-27,167,In Stock
P043,2025-05-04,154,In Stock
P043,2025-05-11,137,In Stock
P043,2025-05-18,110,In Stock
P043,2025-05-25,81,In Stock
P043,2025-06-01,210,In Stock
P043,2025-06-08,161,In Stock
P043,2025-06-15,112,In Stock
P043,2025-06-22,79,In Stock
P043,2025-06-29,221,In Stock
P043,2025-07-06,194,In Stock
P043,2025-07-13,178,In Stock
P043,2025-07-20,168,In Stock
P043,2025-07-27,131,In Stock
P043,2025-08-03,121,In Stock
P043,2025-08-10,94,In Stock
P043,2025-08-17,81,In Stock
P043,2025-08-24,223,In Stock
P043,2025-08-31,194,In Stock
P043,2025-09-07,164,In Stock
P043,2025-09-14,135,In Stock
P043,2025-09-21,122,In Stock
P043,2025-09-28,88,In Stock
P043,2025-10-05,73,In Stock
P043,2025-10-12,210,In Stock
P043,2025-10-19,198,In Stock
P043,2025-10-26,183,In Stock
P043,2025-11-02,161,In Stock
P043,2025-11-09,129,In Stock
P043,2025-11-16,113,In Stock
P043,2025-11-23,80,In Stock
P043,2025-11-30,216,In Stock
P043,2025-12-07,193,In Stock
P043,2025-12-14,175,In Stock
P043,2025-12-21,148,In Stock
P043,2025-12-28,89,In Stock
P044,2025-01-05,164,In Stock
P044,2025-01-12,136,In Stock
P044,2025-01-19,123,In Stock
P044,2025-01-26,90,In Stock
P044,2025-02-02,75,In Stock
P044,2025-02-09,53,In Stock
P044,2025-02-16,202,In Stock
P044,2025-02-23,188,In Stock
P044,2025-03-02,166,In Stock
P044,2025-03-09,132,In Stock
P044,2025-03-16,113,In Stock
P044,2025-03-23,101,In Stock
P044,2025-03-30,69,In Stock
P044,2025-04-06,222,In Stock
P044,2025-04-13,186,In Stock
P044,2025-04-20,164,In Stock
P044,2025-04-27,128,In Stock
P044,2025-05-04,107,In Stock
P044,2025-05-11,94,In Stock
P044,2025-05-18,75,In Stock
P044,2025-05-25,227,In Stock
P044,2025-06-01,212,In Stock
P044,2025-06-08,179,In Stock
P044,2025-06-15,156,In Stock
P044,2025-06-22,107,In Stock
P044,2025-06-29,94,In Stock
P044,2025-07-06,67,In Stock
P044,2025-07-13,49,In Stock
P044,2025-07-20,206,In Stock
P044,2025-07-27,177,In Stock
P044,2025-08-03,143,In Stock
P044,2025-08-10,125,In Stock
P044,2025-08-17,114,In Stock
P044,2025-08-24,86,In Stock
P044,2025-08-31,49,In Stock
P044,2025-09-07,211,In Stock
P044,2025-09-14,199,In Stock
P044,2025-09-21,174,In Stock
P044,2025-09-28,144,In Stock
P044,2025-10-05,122,In Stock
P044,2025-10-12,110,In Stock
P044,2025-10-19,91,In Stock
P044,2025-10-26,60,In Stock
P044,2025-11-02,220,In Stock
P044,2025-11-09,205,In Stock
P044,2025-11-16,190,In Stock
P044,2025-11-23,163,In Stock
P044,2025-11-30,148,In Stock
P044,2025-12-07,121,In Stock
P044,2025-12-14,66,In Stock
P044,2025-12-21,187,In Stock
P044,2025-12-28,148,In Stock
P045,2025-01-05,229,In Stock
P045,2025-01-12,213,In Stock
P045,2025-01-19,191,In Stock
P045,2025-01-26,167,In Stock
P045,2025-02-02,146,In Stock
P045,2025-02-09,116,In Stock
P045,2025-02-16,321,In Stock
P045,2025-02-23,311,In Stock
P045,2025-03-02,274,In Stock
P045,2025-03-09,240,In Stock
P045,2025-03-16,228,In Stock
P045,2025-03-23,201,In Stock
P045,2025-03-30,166,In Stock
P045,2025-04-06,135,In Stock
P045,2025-04-13,118,In Stock
P045,2025-04-20,107,In Stock
P045,2025-04-27,94,In Stock
P045,2025-05-04,308,In Stock
P045,2025-05-11,271,In Stock
P045,2025-05-18,234,In Stock
P045,2025-05-25,200,In Stock
P045,2025-06-01,155,In Stock
P045,2025-06-08,127,In Stock
P045,2025-06-15,96,In Stock
P045,2025-06-22,323,In Stock
P045,2025-06-29,299,In Stock
P045,2025-07-06,288,In Stock
P045,2025-07-13,249,In Stock
P045,2025-07-20,211,In Stock
P045,2025-07-27,181,In Stock
P045,2025-08-03,160,In Stock
P045,2025-08-10,146,In Stock
P045,2025-08-17,125,In Stock
P045,2025-08-24,93,In Stock
P045,2025-08-31,324,In Stock
P045,2025-09-07,287,In Stock
P045,2025-09-14,276,In Stock
P045,2025-09-21,240,In Stock
P045,2025-09-28,215,In Stock
P045,2025-10-05,179,In Stock
P045,2025-10-12,148,In Stock
P045,2025-10-19,137,In Stock
P045,2025-10-26,112,In Stock
P045,2025-11-02,324,In Stock
P045,2025-11-09,289,In Stock
P045,2025-11-16,264,In Stock
P045,2025-11-23,249,In Stock
P045,2025-11-30,227,In Stock
P045,2025-12-07,190,In Stock
P045,2025-12-14,133,In Stock
P045,2025-12-21,99,In Stock
P045,2025-12-28,315,In Stock
P046,2025-01-05,206,In Stock
P046,2025-01-12,192,In Stock
P046,2025-01-19,163,In Stock
P046,2025-01-26,132,In Stock
P046,2025-02-02,117,In Stock
P046,2025-02-09,86,In Stock
P046,2025-02-16,60,In Stock
P046,2025-02-23,343,In Stock
P046,2025-03-02,317,In Stock
P046,2025-03-09,303,In Stock
P046,2025-03-16,271,In Stock
P046,2025-03-23,245,In Stock
P046,2025-03-30,207,In Stock
P046,2025-04-06,181,In Stock
P046,2025-04-13,143,In Stock
P046,2025-04-20,121,In Stock
P046,2025-04-27,90,In Stock
P046,2025-05-04,74,In Stock
P046,2025-05-11,341,In Stock
P046,2025-05-18,311,In Stock
P046,2025-05-25,296,In Stock
P046,2025-06-01,247,In Stock
P046,2025-06-08,218,In Stock
P046,2025-06-15,186,In Stock
P046,2025-06-22,171,In Stock
P046,2025-06-29,148,In Stock
P046,2025-07-06,124,In Stock
P046,2025-07-13,94,In Stock
P046,2025-07-20,67,In Stock
P046,2025-07-27,326,In Stock
P046,2025-08-03,287,In Stock
P046,2025-08-10,250,In Stock
P046,2025-08-17,231,In Stock
P046,2025-08-24,212,In Stock
P046,2025-08-31,180,In Stock
P046,2025-09-07,168,In Stock
P046,2025-09-14,158,In Stock
P046,2025-09-21,146,In Stock
P046,2025-09-28,112,In Stock
P046,2025-10-05,98,In Stock
P046,2025-10-12,82,In Stock
P046,2025-10-19,70,In Stock
P046,2025-10-26,57,In Stock
P046,2025-11-02,329,In Stock
P046,2025-11-09,317,In Stock
P046,2025-11-16,285,In Stock
P046,2025-11-23,272,In Stock
P046,2025-11-30,261,In Stock
P046,2025-12-07,220,In Stock
P046,2025-12-14,195,In Stock
P046,2025-12-21,141,In Stock
P046,2025-12-28,122,In Stock
P047,2025-01-05,284,In Stock
P047,2025-01-12,264,In Stock
P047,2025-01-19,233,In Stock
P047,2025-01-26,214,In Stock
P047,2025-02-02,185,In Stock
P047,2025-02-09,146,In Stock
P047,2025-02-16,136,In Stock
P047,2025-02-23,108,In Stock
P047,2025-03-02,85,In Stock
P047,2025-03-09,301,In Stock
P047,2025-03-16,266,In Stock
P047,2025-03-23,234,In Stock
P047,2025-03-30,196,In Stock
P047,2025-04-06,165,In Stock
P047,2025-04-13,142,In Stock
P047,2025-04-20,132,In Stock
P047,2025-04-27,98,In Stock
P047,2025-05-04,310,In Stock
P047,2025-05-11,292,In Stock
P047,2025-05-18,266,In Stock
P047,2025-05-25,243,In Stock
P047,2025-06-01,215,In Stock
P047,2025-06-08,187,In Stock
P047,2025-06-15,168,In Stock
P047,2025-06-22,148,In Stock
P047,2025-06-29,134,In Stock
P047,2025-07-06,99,In Stock
P047,2025-07-13,82,In Stock
P047,2025-07-20,299,In Stock
P047,2025-07-27,284,In Stock
P047,2025-08-03,250,In Stock
P047,2025-08-10,238,In Stock
P047,2025-08-17,211,In Stock
P047,2025-08-24,184,In Stock
P047,2025-08-31,153,In Stock
P047,2025-09-07,121,In Stock
P047,2025-09-14,106,In Stock
P047,2025-09-21,86,In Stock
P047,2025-09-28,324,In Stock
P047,2025-10-05,299,In Stock
P047,2025-10-12,285,In Stock
P047,2025-10-19,252,In Stock
P047,2025-10-26,221,In Stock
P047,2025-11-02,210,In Stock
P047,2025-11-09,186,In Stock
P047,2025-11-16,161,In Stock
P047,2025-11-23,145,In Stock
P047,2025-11-30,120,In Stock
P047,2025-12-07,311,In Stock
P047,2025-12-14,288,In Stock
P047,2025-12-21,222,In Stock
P047,2025-12-28,177,In Stock
P048,2025-01-05,187,In Stock
P048,2025-01-12,162,In Stock
P048,2025-01-19,149,In Stock
P048,2025-01-26,133,In Stock
P048,2025-02-02,106,In Stock
P048,2025-02-09,91,In Stock
P048,2025-02-16,64,In Stock
P048,2025-02-23,27,In Stock
P048,2025-03-02,281,In Stock
P048,2025-03-09,270,In Stock
P048,2025-03-16,242,In Stock
P048,2025-03-23,224,In Stock
P048,2025-03-30,186,In Stock
P048,2025-04-06,173,In Stock
P048,2025-04-13,150,In Stock
P048,2025-04-20,136,In Stock
P048,2025-04-27,102,In Stock
P048,2025-05-04,86,In Stock
P048,2025-05-11,69,In Stock
P048,2025-05-18,45,In Stock
