transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,discount_applied,total_amount,payment_method
T24429,2025-07-06 21:24:48,C4636,P004,1,316.5,0.0,316.5,Credit Card
T24430,2025-07-06 19:14:47,C2835,P065,1,10.26,0.0,10.26,Credit Card
T24431,2025-07-06 10:30:12,C0508,P006,3,75.19,0.0,225.57,Credit Card
T24432,2025-07-06 16:01:22,C4957,P019,1,322.14,0.0,322.14,Credit Card
T24433,2025-07-06 08:27:07,C3303,P069,4,44.4,0.0,177.6,Debit Card
T24434,2025-07-06 11:58:01,C4607,P035,1,203.1,0.0,203.1,Credit Card
T24435,2025-07-06 15:21:14,C0943,P074,2,57.6,0.0,115.2,Cash
T24436,2025-07-06 15:04:26,C4817,P014,2,142.42,0.0,284.84,Credit Card
T24437,2025-07-06 08:52:20,C4636,P066,1,25.42,0.0,25.42,Credit Card
T24438,2025-07-06 08:57:34,C0342,P051,2,83.85,0.0,167.7,Credit Card
T24439,2025-07-06 14:54:25,C0278,P012,1,323.48,0.0,323.48,Debit Card
T24440,2025-07-06 21:24:20,C0805,P069,1,44.4,0.0,44.4,Cash
T24441,2025-07-06 15:10:23,C0938,P072,3,568.79,0.0,1706.37,Credit Card
T24442,2025-07-06 21:23:08,C1481,P097,4,94.74,0.0,378.96,Credit Card
T24443,2025-07-06 09:05:24,C3908,P098,1,274.32,0.0,274.32,Debit Card
T24444,2025-07-06 08:02:04,C0595,P068,2,193.06,0.0,386.12,Credit Card
T24445,2025-07-06 14:28:35,C0346,P062,3,126.29,0.0,378.87,Credit Card
T24446,2025-07-06 11:54:24,C2732,P068,1,193.06,0.0,193.06,Credit Card
T24447,2025-07-06 15:27:59,C2728,P051,2,83.85,0.0,167.7,Credit Card
T24448,2025-07-06 10:51:12,C3085,P038,1,338.83,0.0,338.83,PayPal
T24449,2025-07-06 08:59:26,C3776,P013,1,67.71,0.0,67.71,Credit Card
T24450,2025-07-07 18:05:55,C0451,P011,1,413.83,0.0,413.83,Credit Card
T24451,2025-07-07 18:41:29,C2899,P089,3,108.08,0.0,324.24,PayPal
T24452,2025-07-07 08:37:54,C2387,P076,1,38.94,0.0,38.94,Credit Card
T24453,2025-07-07 10:52:44,C1817,P096,1,22.83,0.0,22.83,PayPal
T24454,2025-07-07 13:38:12,C0470,P070,2,347.66,0.0,695.32,PayPal
T24455,2025-07-07 11:05:28,C2623,P019,1,322.14,0.0,322.14,Credit Card
T24456,2025-07-07 21:24:14,C0170,P065,1,10.26,0.0,10.26,Credit Card
T24457,2025-07-07 19:20:17,C4857,P030,1,261.77,0.0,261.77,Debit Card
T24458,2025-07-07 16:37:58,C4409,P082,1,25.4,0.0,25.4,Credit Card
T24459,2025-07-07 12:11:48,C4473,P018,3,66.79,0.0,200.37,Cash
T24460,2025-07-07 20:41:21,C1461,P063,1,119.39,0.0,119.39,PayPal
T24461,2025-07-07 18:39:30,C0860,P076,5,38.94,0.0,194.7,PayPal
T24462,2025-07-07 19:46:22,C0479,P098,2,274.32,0.0,548.64,Credit Card
T24463,2025-07-07 12:52:45,C2225,P060,2,119.53,0.0,239.06,Credit Card
T24464,2025-07-07 09:15:59,C0213,P012,3,323.48,0.0,970.44,Cash
T24465,2025-07-07 15:54:32,C3774,P033,2,35.02,0.0,70.04,Cash
T24466,2025-07-07 14:03:05,C2479,P017,1,24.84,0.0,24.84,Credit Card
T24467,2025-07-07 18:09:30,C3509,P095,2,34.67,0.0,69.34,Cash
T24468,2025-07-07 14:13:53,C3522,P013,2,67.71,0.0,135.42,Credit Card
T24469,2025-07-07 18:05:36,C2526,P007,3,233.2,0.0,699.6,Credit Card
T24470,2025-07-07 17:51:46,C3676,P033,2,35.02,0.0,70.04,Credit Card
T24471,2025-07-07 09:32:29,C4698,P086,2,822.2,0.0,1644.4,Credit Card
T24472,2025-07-07 11:27:42,C0042,P045,3,400.57,0.0,1201.71,Credit Card
T24473,2025-07-07 08:56:16,C1197,P064,2,11.32,0.0,22.64,Credit Card
T24474,2025-07-07 18:25:52,C4508,P030,1,261.77,0.0,261.77,Credit Card
T24475,2025-07-07 09:37:23,C3478,P017,1,24.84,0.0,24.84,Credit Card
T24476,2025-07-07 09:38:46,C2813,P003,1,65.81,0.0,65.81,Debit Card
T24477,2025-07-07 11:25:31,C2703,P011,2,413.83,0.0,827.66,Credit Card
T24478,2025-07-07 11:05:26,C1988,P062,2,126.29,0.0,252.58,PayPal
T24479,2025-07-07 15:38:21,C2965,P061,3,120.66,0.0,361.98,Credit Card
T24480,2025-07-07 12:37:06,C3116,P014,4,142.42,0.0,569.68,Credit Card
T24481,2025-07-07 16:33:47,C1818,P018,1,66.79,0.0,66.79,PayPal
T24482,2025-07-07 09:27:08,C1897,P014,2,142.42,0.0,284.84,PayPal
T24483,2025-07-07 21:37:40,C1144,P031,1,25.6,0.0,25.6,Credit Card
T24484,2025-07-07 17:30:07,C2846,P037,1,104.73,0.0,104.73,Credit Card
T24485,2025-07-07 18:07:36,C2511,P076,1,38.94,0.0,38.94,PayPal
T24486,2025-07-07 21:08:42,C2277,P064,2,11.32,0.0,22.64,Credit Card
T24487,2025-07-07 09:24:08,C3035,P021,1,133.8,0.0,133.8,Credit Card
T24488,2025-07-07 10:56:58,C3212,P072,2,568.79,0.0,1137.58,Debit Card
T24489,2025-07-07 13:31:26,C1986,P069,1,44.4,0.0,44.4,PayPal
T24490,2025-07-07 21:50:09,C3956,P066,3,25.42,0.0,76.26,PayPal
T24491,2025-07-07 09:52:17,C0382,P068,1,193.06,0.0,193.06,Credit Card
T24492,2025-07-07 18:39:23,C1985,P070,2,347.66,0.0,695.32,Credit Card
T24493,2025-07-07 14:40:52,C2962,P050,1,319.97,0.0,319.97,Credit Card
T24494,2025-07-07 08:01:40,C0743,P095,1,34.67,0.0,34.67,Credit Card
T24495,2025-07-07 09:26:46,C1134,P071,1,405.93,0.0,405.93,PayPal
T24496,2025-07-07 19:34:52,C3081,P026,2,158.06,0.0,316.12,Debit Card
T24497,2025-07-07 15:57:59,C2659,P003,1,65.81,0.0,65.81,Credit Card
T24498,2025-07-07 14:57:12,C1051,P082,2,25.4,0.0,50.8,PayPal
T24499,2025-07-07 19:50:12,C2076,P026,2,158.06,0.0,316.12,Credit Card
T24500,2025-07-07 12:16:56,C3958,P030,1,261.77,0.0,261.77,PayPal
T24501,2025-07-07 19:14:13,C2700,P051,1,83.85,0.0,83.85,Credit Card
T24502,2025-07-07 14:18:34,C3873,P033,4,35.02,0.0,140.08,PayPal
T24503,2025-07-07 09:16:19,C1320,P025,2,62.68,0.0,125.36,PayPal
T24504,2025-07-07 16:36:22,C0454,P006,1,75.19,0.0,75.19,Credit Card
T24505,2025-07-07 14:10:45,C1467,P011,2,413.83,0.0,827.66,Credit Card
T24506,2025-07-07 11:06:22,C0353,P099,2,106.2,0.0,212.4,Credit Card
T24507,2025-07-07 21:22:26,C1686,P012,3,323.48,0.0,970.44,Debit Card
T24508,2025-07-07 12:20:57,C3097,P030,1,261.77,0.0,261.77,Credit Card
T24509,2025-07-07 09:27:36,C1582,P034,2,226.84,0.0,453.68,PayPal
T24510,2025-07-07 09:28:49,C0910,P045,1,400.57,0.0,400.57,PayPal
T24511,2025-07-07 16:34:37,C0335,P019,1,322.14,0.0,322.14,PayPal
T24512,2025-07-07 14:46:03,C1914,P077,3,256.15,0.0,768.45,Debit Card
T24513,2025-07-07 21:21:22,C4831,P037,2,104.73,0.0,209.46,Credit Card
T24514,2025-07-07 13:35:19,C3242,P019,1,322.14,0.0,322.14,Credit Card
T24515,2025-07-07 10:04:11,C3975,P012,1,323.48,0.0,323.48,Credit Card
T24516,2025-07-07 18:00:38,C3208,P076,1,38.94,0.0,38.94,Credit Card
T24517,2025-07-07 16:02:41,C3454,P051,1,83.85,0.0,83.85,Credit Card
T24518,2025-07-07 18:55:20,C2885,P026,2,158.06,0.0,316.12,Debit Card
T24519,2025-07-07 09:31:28,C2801,P025,1,62.68,0.0,62.68,Credit Card
T24520,2025-07-07 19:32:25,C2633,P030,4,261.77,0.0,1047.08,Credit Card
T24521,2025-07-07 20:14:44,C1911,P043,1,101.88,0.0,101.88,Credit Card
T24522,2025-07-07 17:08:20,C3079,P045,2,400.57,0.0,801.14,Credit Card
T24523,2025-07-07 11:48:26,C3997,P024,1,533.86,0.0,533.86,Cash
T24524,2025-07-07 17:00:08,C3167,P019,3,322.14,0.0,966.42,PayPal
T24525,2025-07-07 19:57:50,C0986,P100,2,275.17,0.0,550.34,Credit Card
T24526,2025-07-07 13:19:56,C1416,P064,2,11.32,0.0,22.64,Credit Card
T24527,2025-07-07 10:43:10,C3466,P061,2,120.66,0.0,241.32,Credit Card
T24528,2025-07-07 21:13:24,C0425,P047,2,17.94,0.0,35.88,PayPal
T24529,2025-07-07 19:44:06,C3025,P076,2,38.94,0.0,77.88,Credit Card
T24530,2025-07-07 10:38:15,C2980,P011,2,413.83,0.0,827.66,Debit Card
T24531,2025-07-07 21:00:14,C0581,P079,3,295.86,0.0,887.58,Credit Card
T24532,2025-07-07 19:10:00,C1533,P016,3,54.73,0.0,164.19,Credit Card
T24533,2025-07-07 10:21:42,C0969,P097,4,94.74,0.0,378.96,Credit Card
T24534,2025-07-07 13:21:44,C3675,P069,1,44.4,0.0,44.4,PayPal
T24535,2025-07-07 09:27:13,C4476,P077,1,256.15,0.0,256.15,PayPal
T24536,2025-07-07 21:31:57,C4078,P076,1,38.94,0.0,38.94,PayPal
T24537,2025-07-07 20:04:43,C2297,P048,2,488.19,0.0,976.38,Debit Card
T24538,2025-07-07 10:10:00,C1147,P015,3,22.07,0.0,66.21,Credit Card
T24539,2025-07-07 14:02:21,C2974,P071,1,405.93,0.0,405.93,Credit Card
T24540,2025-07-07 10:16:17,C1706,P083,2,16.16,0.0,32.32,Credit Card
T24541,2025-07-07 20:54:52,C0228,P047,2,17.94,0.0,35.88,Credit Card
T24542,2025-07-07 13:34:15,C2270,P057,2,191.35,0.0,382.7,Debit Card
T24543,2025-07-07 16:29:34,C2534,P074,3,57.6,0.0,172.8,Credit Card
T24544,2025-07-07 11:16:14,C4654,P098,1,274.32,0.0,274.32,Credit Card
T24545,2025-07-07 17:49:26,C2184,P066,5,25.42,0.0,127.1,Credit Card
T24546,2025-07-07 08:29:29,C1276,P039,2,228.31,0.0,456.62,PayPal
T24547,2025-07-07 19:04:00,C2629,P088,1,300.3,0.0,300.3,Credit Card
T24548,2025-07-07 11:10:57,C0999,P027,1,91.73,0.0,91.73,Credit Card
T24549,2025-07-07 20:09:43,C3720,P090,3,273.3,0.0,819.9,Credit Card
T24550,2025-07-07 12:23:19,C2755,P006,3,75.19,0.0,225.57,Credit Card
T24551,2025-07-07 09:22:40,C0521,P019,3,322.14,0.0,966.42,PayPal
T24552,2025-07-07 17:42:34,C2713,P012,3,323.48,0.0,970.44,PayPal
T24553,2025-07-07 19:26:14,C1423,P100,1,275.17,0.0,275.17,Credit Card
T24554,2025-07-07 15:29:00,C0957,P017,1,24.84,0.0,24.84,Debit Card
T24555,2025-07-07 16:02:38,C0430,P089,1,108.08,0.0,108.08,Debit Card
T24556,2025-07-07 15:31:03,C4580,P090,1,273.3,0.0,273.3,Credit Card
T24557,2025-07-07 09:00:20,C3961,P066,2,25.42,0.0,50.84,PayPal
T24558,2025-07-07 15:45:11,C4103,P013,3,67.71,0.0,203.13,PayPal
T24559,2025-07-07 08:21:13,C0341,P096,1,22.83,0.0,22.83,Credit Card
T24560,2025-07-07 16:27:07,C4949,P026,1,158.06,0.0,158.06,PayPal
T24561,2025-07-07 15:36:24,C4853,P076,1,38.94,0.0,38.94,Debit Card
T24562,2025-07-07 14:22:59,C3658,P018,1,66.79,0.0,66.79,PayPal
T24563,2025-07-07 19:36:40,C4600,P077,1,256.15,0.0,256.15,Credit Card
T24564,2025-07-07 18:03:37,C4240,P020,4,73.97,0.0,295.88,PayPal
T24565,2025-07-07 11:32:44,C3544,P089,2,108.08,0.0,216.16,Credit Card
T24566,2025-07-07 20:48:29,C1993,P061,3,120.66,0.0,361.98,Credit Card
T24567,2025-07-07 20:56:10,C3190,P015,2,22.07,0.0,44.14,Debit Card
T24568,2025-07-07 09:46:12,C3694,P100,2,275.17,0.0,550.34,Credit Card
T24569,2025-07-07 14:43:03,C1549,P050,1,319.97,0.0,319.97,PayPal
T24570,2025-07-07 15:32:32,C2219,P029,1,110.8,0.0,110.8,Credit Card
T24571,2025-07-07 19:20:32,C4945,P007,1,233.2,0.0,233.2,Credit Card
T24572,2025-07-07 21:32:08,C3518,P020,1,73.97,0.0,73.97,PayPal
T24573,2025-07-07 21:57:29,C2724,P051,1,83.85,0.0,83.85,Credit Card
T24574,2025-07-07 19:53:47,C0505,P091,1,264.84,0.0,264.84,PayPal
T24575,2025-07-07 16:34:52,C2410,P023,2,102.13,0.0,204.26,Credit Card
T24576,2025-07-07 18:05:24,C0295,P051,5,83.85,0.0,419.25,Cash
T24577,2025-07-07 15:27:22,C3724,P086,1,822.2,0.0,822.2,Debit Card
T24578,2025-07-07 20:21:57,C0370,P009,1,177.65,0.0,177.65,Credit Card
T24579,2025-07-07 17:23:19,C3560,P066,1,25.42,0.0,25.42,Credit Card
T24580,2025-07-07 18:38:32,C1833,P019,1,322.14,0.0,322.14,Credit Card
T24581,2025-07-07 10:25:37,C0251,P007,2,233.2,0.0,466.4,PayPal
T24582,2025-07-07 19:02:22,C0992,P088,1,300.3,0.0,300.3,Credit Card
T24583,2025-07-07 20:58:26,C3069,P011,2,413.83,0.0,827.66,PayPal
T24584,2025-07-07 18:09:23,C3521,P074,1,57.6,0.0,57.6,PayPal
T24585,2025-07-07 15:48:51,C3509,P007,1,233.2,0.0,233.2,Credit Card
T24586,2025-07-07 12:40:01,C3065,P076,1,38.94,0.0,38.94,Credit Card
T24587,2025-07-07 09:21:48,C2184,P070,2,347.66,0.0,695.32,Credit Card
T24588,2025-07-07 09:01:27,C2258,P015,3,22.07,0.0,66.21,PayPal
T24589,2025-07-07 16:39:41,C0069,P088,1,300.3,0.0,300.3,PayPal
T24590,2025-07-07 15:37:39,C1263,P100,2,275.17,0.0,550.34,Debit Card
T24591,2025-07-07 13:02:57,C3386,P020,2,73.97,0.0,147.94,Debit Card
T24592,2025-07-07 17:36:01,C2855,P017,1,24.84,0.0,24.84,Credit Card
T24593,2025-07-07 16:22:12,C3698,P072,3,568.79,0.0,1706.37,Credit Card
T24594,2025-07-07 08:44:52,C0402,P012,1,323.48,0.0,323.48,PayPal
T24595,2025-07-07 20:19:06,C3203,P024,1,533.86,0.0,533.86,PayPal
T24596,2025-07-08 15:12:38,C0260,P002,2,106.0,0.0,212.0,PayPal
T24597,2025-07-08 11:45:26,C0894,P056,1,110.57,0.0,110.57,Credit Card
T24598,2025-07-08 09:14:04,C4989,P003,3,65.81,0.0,197.43,Credit Card
T24599,2025-07-08 10:15:48,C3891,P088,1,300.3,0.0,300.3,Credit Card
T24600,2025-07-08 17:05:34,C2931,P012,1,323.48,0.0,323.48,Cash
T24601,2025-07-08 13:19:21,C2604,P065,1,10.26,0.0,10.26,Credit Card
T24602,2025-07-08 12:31:00,C4066,P064,1,11.32,0.0,11.32,Debit Card
T24603,2025-07-08 20:47:22,C1767,P035,2,203.1,0.0,406.2,Credit Card
T24604,2025-07-08 09:16:36,C0452,P007,4,233.2,0.0,932.8,Credit Card
T24605,2025-07-08 20:53:12,C3993,P098,1,274.32,0.0,274.32,Credit Card
T24606,2025-07-08 19:01:08,C2321,P056,2,110.57,0.0,221.14,Credit Card
T24607,2025-07-08 13:41:17,C4492,P030,2,261.77,0.0,523.54,Cash
T24608,2025-07-08 18:17:18,C2307,P007,1,233.2,0.0,233.2,Credit Card
T24609,2025-07-08 20:37:30,C2623,P035,1,203.1,0.0,203.1,PayPal
T24610,2025-07-08 20:23:32,C3676,P100,1,275.17,0.0,275.17,PayPal
T24611,2025-07-08 09:18:15,C0767,P069,1,44.4,0.0,44.4,Credit Card
T24612,2025-07-08 10:31:20,C0428,P025,1,62.68,0.0,62.68,Credit Card
T24613,2025-07-08 21:06:37,C1305,P066,1,25.42,0.0,25.42,PayPal
T24614,2025-07-08 19:58:27,C4415,P056,1,110.57,0.0,110.57,PayPal
T24615,2025-07-08 21:06:16,C4262,P037,2,104.73,0.0,209.46,Credit Card
T24616,2025-07-08 14:12:19,C0594,P001,1,112.89,0.0,112.89,PayPal
T24617,2025-07-08 17:58:04,C4863,P037,1,104.73,0.0,104.73,Debit Card
T24618,2025-07-08 13:12:41,C1244,P012,1,323.48,0.0,323.48,Credit Card
T24619,2025-07-08 10:52:30,C4021,P060,3,119.53,0.0,358.59,Credit Card
T24620,2025-07-08 10:07:06,C3716,P070,3,347.66,0.0,1042.98,Debit Card
T24621,2025-07-08 09:45:06,C4223,P091,1,264.84,0.0,264.84,Debit Card
T24622,2025-07-08 18:23:58,C4447,P069,1,44.4,0.0,44.4,PayPal
T24623,2025-07-08 12:19:28,C1017,P011,1,413.83,0.0,413.83,PayPal
T24624,2025-07-08 17:09:48,C2933,P064,5,11.32,0.0,56.6,Credit Card
T24625,2025-07-08 17:37:32,C0401,P097,3,94.74,0.0,284.22,Debit Card
T24626,2025-07-08 17:04:58,C0428,P056,1,110.57,0.0,110.57,Debit Card
T24627,2025-07-08 19:07:05,C3417,P020,1,73.97,0.0,73.97,Credit Card
T24628,2025-07-08 14:47:41,C2963,P098,1,274.32,0.0,274.32,Credit Card
T24629,2025-07-08 10:56:37,C3356,P019,2,322.14,0.0,644.28,Credit Card
T24630,2025-07-08 20:33:03,C0011,P076,1,38.94,0.0,38.94,Debit Card
T24631,2025-07-08 14:20:43,C0449,P012,3,323.48,0.0,970.44,Credit Card
T24632,2025-07-08 17:31:24,C0474,P039,3,228.31,0.0,684.93,Credit Card
T24633,2025-07-08 20:20:18,C1056,P064,3,11.32,0.0,33.96,Debit Card
T24634,2025-07-08 18:59:07,C2443,P076,1,38.94,0.0,38.94,PayPal
T24635,2025-07-08 20:48:39,C2900,P035,1,203.1,0.0,203.1,Credit Card
T24636,2025-07-08 09:58:19,C2643,P065,2,10.26,0.0,20.52,PayPal
T24637,2025-07-08 15:15:47,C1834,P068,3,193.06,0.0,579.18,Credit Card
T24638,2025-07-08 21:55:27,C2613,P014,1,142.42,0.0,142.42,Credit Card
T24639,2025-07-08 17:44:20,C2085,P029,1,110.8,0.0,110.8,Credit Card
T24640,2025-07-08 13:36:43,C3445,P011,1,413.83,0.0,413.83,PayPal
T24641,2025-07-08 13:40:34,C4354,P093,1,63.04,0.0,63.04,PayPal
T24642,2025-07-08 15:54:20,C2726,P056,1,110.57,0.0,110.57,PayPal
T24643,2025-07-08 08:25:09,C3148,P066,1,25.42,0.0,25.42,Credit Card
T24644,2025-07-08 09:06:31,C3910,P064,1,11.32,0.0,11.32,Debit Card
T24645,2025-07-08 11:09:38,C3868,P069,1,44.4,0.0,44.4,PayPal
T24646,2025-07-08 19:14:55,C4103,P012,1,323.48,0.0,323.48,Credit Card
T24647,2025-07-08 10:32:24,C1397,P051,1,83.85,0.0,83.85,PayPal
T24648,2025-07-08 18:33:35,C1134,P015,1,22.07,0.0,22.07,Credit Card
T24649,2025-07-08 08:11:15,C3930,P099,1,106.2,0.0,106.2,Credit Card
T24650,2025-07-08 08:54:25,C3690,P006,2,75.19,0.0,150.38,PayPal
T24651,2025-07-08 17:12:17,C0846,P091,3,264.84,0.0,794.52,PayPal
T24652,2025-07-08 12:46:41,C0792,P064,3,11.32,0.0,33.96,PayPal
T24653,2025-07-08 14:46:22,C0502,P050,2,319.97,0.0,639.94,Credit Card
T24654,2025-07-08 11:04:38,C1386,P082,2,25.4,0.0,50.8,Cash
T24655,2025-07-08 20:14:23,C3515,P071,1,405.93,0.0,405.93,Credit Card
T24656,2025-07-08 19:18:32,C4328,P057,1,191.35,0.0,191.35,Credit Card
T24657,2025-07-08 17:24:49,C4986,P011,1,413.83,0.0,413.83,Credit Card
T24658,2025-07-08 13:12:23,C4256,P077,1,256.15,0.0,256.15,Credit Card
T24659,2025-07-08 21:38:02,C4910,P057,1,191.35,0.0,191.35,Debit Card
T24660,2025-07-08 12:11:36,C0729,P045,1,400.57,0.0,400.57,Debit Card
T24661,2025-07-08 09:19:39,C1823,P072,5,568.79,0.0,2843.95,Cash
T24662,2025-07-08 09:21:14,C1015,P064,2,11.32,0.0,22.64,Credit Card
T24663,2025-07-08 08:01:34,C1426,P065,3,10.26,0.0,30.78,PayPal
T24664,2025-07-08 09:26:30,C0542,P086,2,822.2,0.0,1644.4,Debit Card
T24665,2025-07-08 20:52:29,C4303,P051,1,83.85,0.0,83.85,Credit Card
T24666,2025-07-08 17:23:56,C0279,P024,1,533.86,0.0,533.86,Credit Card
T24667,2025-07-08 08:50:37,C2103,P029,1,110.8,0.0,110.8,Credit Card
T24668,2025-07-08 13:38:21,C0587,P096,1,22.83,0.0,22.83,Credit Card
T24669,2025-07-08 17:45:26,C2241,P096,3,22.83,0.0,68.49,Credit Card
T24670,2025-07-08 20:41:01,C1311,P003,2,65.81,0.0,131.62,Debit Card
T24671,2025-07-08 17:18:49,C3325,P061,4,120.66,0.0,482.64,Credit Card
T24672,2025-07-08 21:51:10,C4502,P076,1,38.94,0.0,38.94,PayPal
T24673,2025-07-08 21:56:46,C0489,P030,1,261.77,0.0,261.77,Credit Card
T24674,2025-07-08 08:43:40,C0139,P076,4,38.94,0.0,155.76,Credit Card
T24675,2025-07-08 09:28:48,C2310,P033,2,35.02,0.0,70.04,Credit Card
T24676,2025-07-08 21:02:31,C0323,P091,1,264.84,0.0,264.84,Credit Card
T24677,2025-07-08 08:22:59,C0692,P090,1,273.3,0.0,273.3,Debit Card
T24678,2025-07-08 09:45:40,C3289,P099,2,106.2,0.0,212.4,PayPal
T24679,2025-07-08 09:39:05,C3833,P024,1,533.86,0.0,533.86,Credit Card
T24680,2025-07-08 21:37:19,C2234,P091,1,264.84,0.0,264.84,Cash
T24681,2025-07-08 08:27:25,C3157,P011,1,413.83,0.0,413.83,Credit Card
T24682,2025-07-08 15:38:47,C4549,P030,2,261.77,0.0,523.54,Credit Card
T24683,2025-07-08 13:52:44,C2352,P065,3,10.26,0.0,30.78,PayPal
T24684,2025-07-08 18:49:15,C4948,P070,1,347.66,0.0,347.66,Cash
T24685,2025-07-08 08:11:13,C0158,P012,1,323.48,0.0,323.48,Credit Card
T24686,2025-07-08 14:51:01,C0870,P020,3,73.97,0.0,221.91,PayPal
T24687,2025-07-08 20:43:18,C1498,P030,2,261.77,0.0,523.54,Debit Card
T24688,2025-07-08 09:08:30,C3266,P069,2,44.4,0.0,88.8,Credit Card
T24689,2025-07-08 11:46:45,C0468,P065,3,10.26,0.0,30.78,Debit Card
T24690,2025-07-08 08:04:44,C3003,P082,5,25.4,0.0,127.0,PayPal
T24691,2025-07-08 14:32:27,C2381,P079,1,295.86,0.0,295.86,Credit Card
T24692,2025-07-08 20:03:27,C0601,P051,1,83.85,0.0,83.85,PayPal
T24693,2025-07-08 20:27:58,C3412,P090,2,273.3,0.0,546.6,Credit Card
T24694,2025-07-08 20:56:34,C1973,P018,1,66.79,0.0,66.79,Credit Card
T24695,2025-07-08 15:23:08,C4309,P025,3,62.68,0.0,188.04,Credit Card
T24696,2025-07-08 14:36:57,C0265,P082,3,25.4,0.0,76.2,PayPal
T24697,2025-07-08 11:21:02,C0757,P077,1,256.15,0.0,256.15,Credit Card
T24698,2025-07-08 15:03:42,C2657,P064,1,11.32,0.0,11.32,Credit Card
T24699,2025-07-08 17:01:52,C4498,P076,1,38.94,0.0,38.94,Credit Card
T24700,2025-07-08 21:39:05,C4463,P030,1,261.77,0.0,261.77,Debit Card
T24701,2025-07-08 16:21:02,C0249,P011,2,413.83,0.0,827.66,PayPal
T24702,2025-07-08 08:09:23,C1034,P015,1,22.07,0.0,22.07,Credit Card
T24703,2025-07-08 19:39:38,C3851,P019,1,322.14,0.0,322.14,Debit Card
T24704,2025-07-08 19:38:44,C1531,P017,3,24.84,0.0,74.52,Credit Card
T24705,2025-07-08 21:27:03,C3926,P066,1,25.42,0.0,25.42,PayPal
T24706,2025-07-08 09:38:02,C3859,P012,1,323.48,0.0,323.48,Credit Card
T24707,2025-07-08 20:45:00,C2870,P014,2,142.42,0.0,284.84,PayPal
T24708,2025-07-08 08:15:45,C3857,P077,2,256.15,0.0,512.3,Credit Card
T24709,2025-07-08 21:57:39,C3620,P069,1,44.4,0.0,44.4,Credit Card
T24710,2025-07-08 14:32:35,C3313,P040,1,260.65,0.0,260.65,Credit Card
T24711,2025-07-08 19:30:35,C3295,P011,1,413.83,0.0,413.83,Credit Card
T24712,2025-07-08 11:46:47,C3757,P057,3,191.35,0.0,574.05,Credit Card
T24713,2025-07-08 17:21:27,C1005,P012,2,323.48,0.0,646.96,PayPal
T24714,2025-07-08 11:31:45,C1351,P034,5,226.84,0.0,1134.2,Debit Card
T24715,2025-07-08 20:33:00,C0939,P006,2,75.19,0.0,150.38,Credit Card
T24716,2025-07-08 18:21:30,C0725,P076,1,38.94,0.0,38.94,PayPal
T24717,2025-07-08 20:21:06,C4027,P067,2,26.06,0.0,52.12,Credit Card
T24718,2025-07-08 14:39:03,C4870,P017,1,24.84,0.0,24.84,Debit Card
T24719,2025-07-08 21:42:56,C0171,P001,2,112.89,0.0,225.78,Debit Card
T24720,2025-07-08 08:00:48,C3191,P076,3,38.94,0.0,116.82,Cash
T24721,2025-07-08 09:17:02,C2745,P003,1,65.81,0.0,65.81,Credit Card
T24722,2025-07-08 15:20:12,C0848,P091,3,264.84,0.0,794.52,Credit Card
T24723,2025-07-08 08:46:26,C1472,P020,2,73.97,0.0,147.94,PayPal
T24724,2025-07-08 17:59:02,C0549,P092,1,381.53,0.0,381.53,Debit Card
T24725,2025-07-09 12:56:36,C3127,P030,3,261.77,0.0,785.31,Credit Card
T24726,2025-07-09 20:37:47,C4292,P061,2,120.66,0.0,241.32,Credit Card
T24727,2025-07-09 09:29:05,C3883,P030,2,261.77,0.0,523.54,Debit Card
T24728,2025-07-09 18:12:04,C0917,P025,3,62.68,0.0,188.04,Credit Card
T24729,2025-07-09 11:57:24,C0155,P021,1,133.8,0.0,133.8,PayPal
T24730,2025-07-09 15:26:15,C2542,P031,2,25.6,0.0,51.2,PayPal
T24731,2025-07-09 14:51:42,C2851,P091,1,264.84,0.0,264.84,Credit Card
T24732,2025-07-09 10:14:16,C1081,P064,1,11.32,0.0,11.32,Credit Card
T24733,2025-07-09 10:01:45,C0604,P012,1,323.48,0.0,323.48,PayPal
T24734,2025-07-09 12:23:30,C4410,P019,1,322.14,0.0,322.14,Credit Card
T24735,2025-07-09 11:43:06,C1495,P061,3,120.66,0.0,361.98,PayPal
T24736,2025-07-09 16:42:19,C2497,P025,1,62.68,0.0,62.68,Credit Card
T24737,2025-07-09 12:24:01,C2322,P031,3,25.6,0.0,76.8,PayPal
T24738,2025-07-09 09:09:49,C4738,P030,1,261.77,0.0,261.77,PayPal
T24739,2025-07-09 08:05:10,C1943,P017,2,24.84,0.0,49.68,Credit Card
T24740,2025-07-09 08:28:29,C4552,P077,3,256.15,0.0,768.45,Credit Card
T24741,2025-07-09 12:26:46,C1726,P068,1,193.06,0.0,193.06,Credit Card
T24742,2025-07-09 17:35:44,C4552,P024,1,533.86,0.0,533.86,PayPal
T24743,2025-07-09 08:46:26,C0007,P062,1,126.29,0.0,126.29,Credit Card
T24744,2025-07-09 15:36:05,C1094,P068,1,193.06,0.0,193.06,Credit Card
T24745,2025-07-09 14:07:11,C1917,P082,4,25.4,0.0,101.6,Credit Card
T24746,2025-07-09 10:53:08,C4314,P020,1,73.97,0.0,73.97,PayPal
T24747,2025-07-09 18:51:11,C4185,P056,3,110.57,0.0,331.71,PayPal
